chr	start	end	gene_id	strand	PAS
chr15	52179998	52206915	ENSG00000259577.2	+	52206915
chr15	52577841	52598709	ENSG00000260618.1	+	52598709
chr15	52648633	52649866	ENSG00000259935.1	-	52648633
chr15	55056722	55092177	ENSG00000260937.6	+	55092177
chr15	55171377	55176739	ENSG00000279145.2	-	55171377
chr15	55317183	55319161	ENSG00000225973.4	-	55317183
chr15	55343140	55343575	ENSG00000274765.1	-	55343140
chr15	55318959	55355648	ENSG00000069943.10	+	55355648
chr15	55588665	55589811	ENSG00000285805.1	+	55589811
chr15	56542951	56629592	ENSG00000260392.6	-	56542951
chr15	56887106	56888219	ENSG00000276524.1	+	56888219
chr15	58454326	58454982	ENSG00000277229.1	+	58454982
chr15	58456187	58456348	ENSG00000277790.1	+	58456348
chr15	58521310	58523371	ENSG00000259476.1	+	58523371
chr15	59115546	59116089	ENSG00000277144.1	-	59115546
chr15	59206842	59208588	ENSG00000171989.6	+	59208588
chr15	60593026	60593460	ENSG00000273958.1	+	60593460
chr15	61239905	61240331	ENSG00000276473.1	+	61240331
chr15	61598513	61605241	ENSG00000259530.1	+	61605241
chr15	61729764	61731389	ENSG00000259284.2	+	61731389
chr15	62274162	62278365	ENSG00000261296.1	+	62278365
chr15	62637171	62645291	ENSG00000259458.1	-	62637171
chr15	62895811	62899543	ENSG00000259727.1	+	62899543
chr15	63091084	63110589	ENSG00000259672.3	+	63110589
chr15	63500736	63503083	ENSG00000276651.1	-	63500736
chr15	63928273	63935953	ENSG00000259351.1	+	63935953
chr15	64696621	64696861	ENSG00000264937.1	+	64696861
chr15	64815631	64825668	ENSG00000140451.13	-	64815631
chr15	64841882	64868002	ENSG00000241839.10	+	64868002
chr15	64943239	64943672	ENSG00000275332.1	-	64943239
chr15	65049187	65049802	ENSG00000277351.1	-	65049187
chr15	65076745	65079948	ENSG00000234438.5	+	65079948
chr15	66740444	66741151	ENSG00000274995.1	+	66741151
chr15	66860302	66867023	ENSG00000277152.1	+	66867023
chr15	66931536	66956518	ENSG00000259289.2	-	66931536
chr15	69820755	69835111	ENSG00000259309.2	-	69820755
chr15	70570957	70586606	ENSG00000280639.1	-	70570957
chr15	70758268	70758856	ENSG00000274297.1	-	70758268
chr15	71110243	71115494	ENSG00000225362.10	-	71110243
chr15	71332119	71352460	ENSG00000260586.2	+	71352460
chr15	71792637	71818259	ENSG00000278570.5	+	71818259
chr15	71818395	71823384	ENSG00000260037.5	+	71823384
chr15	72278866	72351794	ENSG00000261460.1	+	72351794
chr15	72376050	72378788	ENSG00000260339.2	+	72378788
chr15	72398301	72408367	ENSG00000187806.9	+	72408367
chr15	72682265	72682904	ENSG00000261281.1	-	72682265
chr15	72675797	72686182	ENSG00000175202.6	-	72675797
chr15	73443163	73560013	ENSG00000183324.11	+	73560013
chr15	73730047	73731711	ENSG00000276807.1	-	73730047
chr15	73873563	73889214	ENSG00000167139.9	+	73889214
chr15	74069856	74082550	ENSG00000159289.6	-	74069856
chr15	74100310	74138540	ENSG00000167178.17	+	74138540
chr15	74311515	74319688	ENSG00000277749.1	-	74311515
chr15	74374677	74375511	ENSG00000274937.1	+	74375511
chr15	74445976	74461182	ENSG00000138629.16	-	74445976
chr15	74478069	74490286	ENSG00000260103.2	-	74478069
chr15	74748844	74756607	ENSG00000140505.7	+	74756607
chr15	75299952	75302965	ENSG00000291229.1	-	75299952
chr15	75527149	75601205	ENSG00000260269.5	-	75527149
chr15	75759500	75762405	ENSG00000261043.5	-	75759500
chr15	76174890	76181486	ENSG00000259422.1	-	76174890
chr15	76343641	76344365	ENSG00000270036.1	+	76344365
chr15	77525539	77534110	ENSG00000259362.2	+	77534110
chr15	77660051	77668074	ENSG00000259281.1	+	77668074
chr15	77784609	77785070	ENSG00000280359.1	-	77784609
chr15	78141242	78143173	ENSG00000260988.1	+	78143173
chr15	78299700	78299924	ENSG00000277482.1	+	78299924
chr15	78589122	78591276	ENSG00000261762.1	-	78589122
chr15	79432335	79472304	ENSG00000169330.9	+	79472304
chr15	79843546	79844304	ENSG00000261229.6	-	79843546
chr15	80554608	80562944	ENSG00000259175.1	-	80554608
chr15	80580028	80580566	ENSG00000270919.1	-	80580028
chr15	80990803	80993258	ENSG00000260619.1	-	80990803
chr15	80999592	80999981	ENSG00000277782.1	-	80999592
chr15	82355141	82419391	ENSG00000290945.1	+	82419391
chr15	82391843	82420075	ENSG00000259429.6	+	82420075
chr15	82429815	82439153	ENSG00000197978.10	+	82439153
chr15	82536787	82573194	ENSG00000260836.2	-	82536787
chr15	82540869	82562374	ENSG00000278013.1	+	82562374
chr15	82710470	82714029	ENSG00000228141.7	-	82710470
chr15	82744222	82750289	ENSG00000259442.1	+	82750289
chr15	82755361	82806070	ENSG00000186628.12	-	82755361
chr15	82750563	82757206	ENSG00000250988.7	+	82757206
chr15	82752883	82757208	ENSG00000252690.3	+	82757208
chr15	83962175	83962583	ENSG00000274128.1	+	83962583
chr15	84166546	84169896	ENSG00000280038.1	-	84166546
chr15	84199310	84230136	ENSG00000290689.1	-	84199310
chr15	84507884	84511468	ENSG00000291026.1	-	84507884
chr15	84622014	84623237	ENSG00000276278.1	-	84622014
chr15	89335052	89336161	ENSG00000261441.1	+	89336161
chr15	89504908	89524049	ENSG00000259218.6	-	89504908
chr15	89760590	89778754	ENSG00000188095.6	+	89778754
chr15	90024954	90026003	ENSG00000273691.1	+	90026003
chr15	90074511	90082207	ENSG00000259291.2	-	90074511
chr15	90660206	90664967	ENSG00000245479.3	+	90664967
chr15	91022765	91023200	ENSG00000278514.1	+	91023200
chr15	92148751	92331037	ENSG00000260661.1	-	92148751
chr15	92602909	92620015	ENSG00000271763.1	+	92620015
chr15	92634304	92634665	ENSG00000275965.1	+	92634665
chr15	92808450	92809057	ENSG00000274215.1	+	92809057
chr15	93835489	93878822	ENSG00000258476.7	+	93878822
chr15	93718541	94070898	ENSG00000258754.8	-	93718541
chr15	93905404	94107938	ENSG00000259724.2	-	93905404
chr15	95463586	95493843	ENSG00000258489.4	-	95463586
chr15	96139471	96140452	ENSG00000277135.1	-	96139471
chr15	96230896	96231145	ENSG00000278146.1	+	96231145
chr15	97540596	97560702	ENSG00000259582.4	-	97540596
chr15	97876288	97878386	ENSG00000259870.1	+	97878386
chr15	98319686	98320237	ENSG00000274312.1	-	98319686
chr15	98437161	98547728	ENSG00000283597.3	-	98437161
chr15	99416583	99417204	ENSG00000274294.1	+	99417204
chr15	99970214	99974010	ENSG00000254744.3	+	99974010
chr15	100547764	100550153	ENSG00000270127.2	-	100547764
chr15	100558676	100559798	ENSG00000259540.1	+	100559798
chr15	100888471	100889106	ENSG00000278456.1	-	100888471
chr15	101116602	101117546	ENSG00000259365.1	+	101117546
chr15	101168529	101170821	ENSG00000259182.5	+	101170821
chr15	101295418	101305737	ENSG00000259172.1	+	101305737
chr15	101495051	101495567	ENSG00000274139.1	-	101495051
chr15	101522596	101524739	ENSG00000277210.3	-	101522596
chr15	101842118	101850324	ENSG00000291191.1	+	101850324
chr16	11554	14090	ENSG00000290355.1	+	14090
chr16	90630	91102	ENSG00000269482.1	+	91102
chr16	185747	186294	ENSG00000268836.1	-	185747
chr16	280449	283010	ENSG00000242173.10	+	283010
chr16	424242	424543	ENSG00000276984.1	-	424242
chr16	525154	527407	ENSG00000277142.1	-	525154
chr16	567004	569495	ENSG00000257108.2	+	569495
chr16	568836	576257	ENSG00000282907.1	+	576257
chr16	636816	648474	ENSG00000172366.20	+	648474
chr16	654610	656194	ENSG00000262528.2	-	654610
chr16	649310	667833	ENSG00000161996.19	+	667833
chr16	678503	679777	ENSG00000260394.2	-	678503
chr16	720580	722590	ENSG00000103254.10	+	722590
chr16	769118	769443	ENSG00000279136.1	-	769118
chr16	968374	969012	ENSG00000276931.1	-	968374
chr16	981769	986979	ENSG00000005513.10	+	986979
chr16	1072746	1081454	ENSG00000162009.9	+	1081454
chr16	1111626	1113399	ENSG00000260532.1	+	1113399
chr16	1148223	1148754	ENSG00000273551.1	-	1148223
chr16	1221650	1225268	ENSG00000116176.7	-	1221650
chr16	1227271	1230184	ENSG00000197253.13	-	1227271
chr16	1240378	1242554	ENSG00000172236.18	+	1242554
chr16	1408833	1412248	ENSG00000260132.1	+	1412248
chr16	1493343	1510457	ENSG00000100726.15	+	1510457
chr16	1528687	1555580	ENSG00000131634.14	+	1555580
chr16	1790412	1794971	ENSG00000099769.6	-	1790412
chr16	1833985	1872178	ENSG00000162039.18	-	1833985
chr16	1889113	1890434	ENSG00000259947.1	+	1890434
chr16	1943973	1957606	ENSG00000140986.8	-	1943973
chr16	1959537	1961975	ENSG00000140990.15	+	1961975
chr16	1962057	1964841	ENSG00000140988.16	-	1962057
chr16	1966822	1968975	ENSG00000179580.10	+	1968975
chr16	1978916	1984192	ENSG00000196408.12	-	1978916
chr16	1984876	1990477	ENSG00000261790.2	-	1984876
chr16	1989659	1994275	ENSG00000127561.16	+	1994275
chr16	2088707	2135898	ENSG00000008710.20	-	2088707
chr16	2154791	2155405	ENSG00000260260.3	-	2154791
chr16	2223579	2235742	ENSG00000167967.16	+	2235742
chr16	2253115	2268397	ENSG00000205937.12	-	2253115
chr16	2452580	2452977	ENSG00000260095.1	-	2452580
chr16	2464949	2468213	ENSG00000259895.1	-	2464949
chr16	2460085	2464963	ENSG00000162062.15	+	2464963
chr16	2554059	2556060	ENSG00000261613.2	-	2554059
chr16	2597880	2599718	ENSG00000261093.1	-	2597880
chr16	2712418	2720551	ENSG00000172382.10	-	2712418
chr16	2866324	2868251	ENSG00000263280.4	-	2866324
chr16	2964215	2968380	ENSG00000131650.15	+	2968380
chr16	2981174	2981591	ENSG00000274367.1	-	2981174
chr16	2988255	3002016	ENSG00000262152.7	+	3002016
chr16	3018444	3022383	ENSG00000006327.14	+	3022383
chr16	3024026	3027755	ENSG00000131652.14	+	3027755
chr16	3032480	3039133	ENSG00000205890.3	+	3039133
chr16	3076910	3087112	ENSG00000262370.7	-	3076910
chr16	3129776	3142804	ENSG00000085644.15	+	3142804
chr16	3242026	3256633	ENSG00000103313.14	-	3242026
chr16	3292878	3293403	ENSG00000279031.1	+	3293403
chr16	3298807	3305729	ENSG00000140993.11	-	3298807
chr16	3493483	3495489	ENSG00000215131.11	-	3493483
chr16	3686997	3687380	ENSG00000276754.1	+	3687380
chr16	4189373	4242080	ENSG00000185739.13	-	4189373
chr16	4371847	4383538	ENSG00000168140.5	+	4383538
chr16	4426901	4427380	ENSG00000277170.1	+	4427380
chr16	4430521	4431103	ENSG00000277440.1	+	4431103
chr16	4560000	4561662	ENSG00000261789.1	-	4560000
chr16	4839243	4840334	ENSG00000275056.1	-	4839243
chr16	5084283	5097795	ENSG00000118894.15	-	5084283
chr16	8298491	8299772	ENSG00000261319.1	+	8299772
chr16	8526548	8532013	ENSG00000261066.1	-	8526548
chr16	8537604	8590511	ENSG00000232258.7	-	8537604
chr16	8882350	8885351	ENSG00000283516.2	+	8885351
chr16	8962705	8966990	ENSG00000260979.1	+	8966990
chr16	9355587	9408093	ENSG00000261617.2	+	9408093
chr16	9365539	9518325	ENSG00000260071.2	+	9518325
chr16	9541969	9614899	ENSG00000283003.4	+	9614899
chr16	9666884	9676843	ENSG00000260362.1	-	9666884
chr16	10627500	10694930	ENSG00000153060.8	-	10627500
chr16	10691272	10692973	ENSG00000263279.1	+	10692973
chr16	11056555	11057034	ENSG00000274038.1	+	11057034
chr16	11196176	11224969	ENSG00000263033.2	+	11224969
chr16	11267747	11269533	ENSG00000178279.4	-	11267747
chr16	11275638	11276480	ENSG00000122304.11	-	11275638
chr16	11341808	11345211	ENSG00000263080.1	-	11341808
chr16	11348142	11349321	ENSG00000262703.1	-	11348142
chr16	11465259	11473174	ENSG00000262999.1	+	11473174
chr16	11819828	11828845	ENSG00000262117.5	-	11819828
chr16	11881074	11882569	ENSG00000261560.1	-	11881074
chr16	11965209	11968068	ENSG00000048462.11	+	11968068
chr16	12093626	12095307	ENSG00000261293.1	-	12093626
chr16	12366981	12372582	ENSG00000261394.1	-	12366981
chr16	12372811	12373899	ENSG00000260723.1	+	12373899
chr16	12545481	12546684	ENSG00000260601.1	+	12546684
chr16	13331367	13332583	ENSG00000262011.1	-	13331367
chr16	13930676	13935635	ENSG00000262732.1	-	13930676
chr16	14018879	14021077	ENSG00000261856.1	-	14018879
chr16	14363108	14370266	ENSG00000260009.1	-	14363108
chr16	14407667	14418908	ENSG00000263257.3	-	14407667
chr16	14820791	14824669	ENSG00000255277.4	-	14820791
chr16	14822431	14824702	ENSG00000290943.1	-	14822431
chr16	14833720	14896157	ENSG00000103512.16	+	14896157
chr16	14901498	14902174	ENSG00000257264.5	+	14902174
chr16	14909886	14911345	ENSG00000258354.1	-	14909886
chr16	15015827	15016390	ENSG00000275910.1	-	15015827
chr16	15703134	15857028	ENSG00000133392.18	-	15703134
chr16	16223026	16224261	ENSG00000262332.1	+	16224261
chr16	16290134	16292242	ENSG00000262848.1	-	16290134
chr16	16308541	16310000	ENSG00000257366.1	-	16308541
chr16	16317443	16350590	ENSG00000183889.12	+	16350590
chr16	17134503	17138736	ENSG00000261448.1	+	17138736
chr16	18358085	18379331	ENSG00000233024.7	-	18358085
chr16	18402145	18403604	ENSG00000257563.1	+	18403604
chr16	18411308	18411851	ENSG00000257527.1	-	18411308
chr16	18570447	18571683	ENSG00000260550.2	-	18570447
chr16	19315163	19316526	ENSG00000259871.1	+	19316526
chr16	19334010	19337804	ENSG00000285869.1	+	19337804
chr16	19503860	19504625	ENSG00000279747.1	+	19504625
chr16	20208924	20209525	ENSG00000263253.1	+	20209525
chr16	20440265	20447000	ENSG00000262995.1	-	20440265
chr16	21197449	21214510	ENSG00000103310.11	-	21197449
chr16	21402236	21448567	ENSG00000169246.17	-	21402236
chr16	21526823	21531141	ENSG00000273956.1	-	21526823
chr16	21663967	21761935	ENSG00000155719.18	+	21761935
chr16	21794094	21795759	ENSG00000260306.1	-	21794094
chr16	21797749	21820384	ENSG00000248124.11	-	21797749
chr16	21950217	21953014	ENSG00000274460.2	-	21950217
chr16	21983864	22001116	ENSG00000155714.14	-	21983864
chr16	22365120	22369047	ENSG00000260635.1	+	22369047
chr16	22374858	22378180	ENSG00000260790.1	+	22378180
chr16	22437007	22492220	ENSG00000291060.1	+	22492220
chr16	22479120	22536535	ENSG00000243716.12	+	22536535
chr16	22610530	22612196	ENSG00000260973.1	-	22610530
chr16	23568672	23569696	ENSG00000260751.2	+	23569696
chr16	23687048	23687689	ENSG00000261266.2	-	23687048
chr16	24472797	24495177	ENSG00000260072.1	-	24472797
chr16	24803450	24819739	ENSG00000261669.1	-	24803450
chr16	25031694	25032777	ENSG00000291179.1	+	25032777
chr16	25031880	25058109	ENSG00000262587.5	+	25058109
chr16	25106567	25107144	ENSG00000275494.2	-	25106567
chr16	26302063	26340815	ENSG00000231876.8	+	26340815
chr16	27066926	27069166	ENSG00000234186.5	+	27069166
chr16	27158450	27176587	ENSG00000261045.2	-	27158450
chr16	27213307	27214993	ENSG00000259940.2	-	27213307
chr16	27313386	27314101	ENSG00000274092.1	-	27313386
chr16	27447668	27453393	ENSG00000259954.1	-	27447668
chr16	27687181	27687522	ENSG00000273553.1	+	27687522
chr16	27678939	27718806	ENSG00000261329.7	-	27678939
chr16	28454140	28454511	ENSG00000270118.1	-	28454140
chr16	28456328	28472336	ENSG00000233232.8	-	28456328
chr16	28499361	28512051	ENSG00000197272.2	-	28499361
chr16	28553706	28554198	ENSG00000275441.2	-	28553706
chr16	28591942	28597050	ENSG00000197165.11	-	28591942
chr16	28846599	28874212	ENSG00000178188.16	+	28874212
chr16	28877937	28879938	ENSG00000260442.7	-	28877937
chr16	29215384	29221040	ENSG00000259807.2	-	29215384
chr16	29225593	29226348	ENSG00000273582.1	-	29225593
chr16	29425799	29447026	ENSG00000254634.4	-	29425799
chr16	29453589	29454351	ENSG00000183336.9	-	29453589
chr16	29454532	29458219	ENSG00000181625.18	+	29458219
chr16	29464966	29467833	ENSG00000290678.1	-	29464966
chr16	29467160	29467578	ENSG00000290679.1	+	29467578
chr16	30075977	30085376	ENSG00000149923.14	+	30085376
chr16	30092313	30096915	ENSG00000090238.12	-	30092313
chr16	30182826	30189076	ENSG00000102879.17	+	30189076
chr16	30192931	30194306	ENSG00000169627.9	-	30192931
chr16	30193874	30197561	ENSG00000132207.18	+	30197561
chr16	30199227	30204310	ENSG00000261052.6	+	30204310
chr16	30204315	30209071	ENSG00000290692.1	-	30204315
chr16	30206509	30206927	ENSG00000290693.1	+	30206927
chr16	30285017	30335395	ENSG00000291266.1	-	30285017
chr16	30267552	30335054	ENSG00000183604.17	-	30267552
chr16	30379762	30380110	ENSG00000280137.1	-	30379762
chr16	30524003	30526821	ENSG00000169957.10	-	30524003
chr16	30602557	30624012	ENSG00000156853.13	-	30602557
chr16	30821337	30821884	ENSG00000274678.1	+	30821884
chr16	30919318	30923269	ENSG00000260852.1	-	30919318
chr16	31083436	31089628	ENSG00000151006.8	-	31083436
chr16	31083438	31094956	ENSG00000255439.6	-	31083438
chr16	31090841	31095980	ENSG00000167397.15	-	31090841
chr16	31131432	31135727	ENSG00000052344.16	-	31131432
chr16	31131432	31131877	ENSG00000261385.1	+	31131877
chr16	31138925	31150083	ENSG00000178226.11	-	31138925
chr16	31215961	31217135	ENSG00000169900.8	-	31215961
chr16	31428179	31428646	ENSG00000277543.1	+	31428646
chr16	31542747	31553604	ENSG00000261475.3	-	31542747
chr16	31546697	31547237	ENSG00000261648.1	-	31546697
chr16	31563184	31567716	ENSG00000290715.1	-	31563184
chr16	31566359	31567000	ENSG00000278885.1	-	31566359
chr16	31788201	31790993	ENSG00000259810.2	+	31790993
chr16	32262826	32265514	ENSG00000260402.1	-	32262826
chr16	32289546	32310555	ENSG00000261127.2	-	32289546
chr16	32454611	32458758	ENSG00000261541.1	-	32454611
chr16	32781882	32784138	ENSG00000278950.1	+	32784138
chr16	32787961	32788944	ENSG00000279795.1	+	32788944
chr16	32882585	32888874	ENSG00000214614.3	+	32888874
chr16	33194225	33196858	ENSG00000205457.12	+	33196858
chr16	33459611	33462249	ENSG00000278848.3	+	33462249
chr16	33562648	33564346	ENSG00000290420.1	-	33562648
chr16	33687024	33688081	ENSG00000290414.1	-	33687024
chr16	33949975	33950420	ENSG00000259842.2	-	33949975
chr16	33964546	33976346	ENSG00000205452.5	-	33964546
chr16	34387598	34389827	ENSG00000288300.1	-	34387598
chr16	34978743	34979844	ENSG00000260854.1	-	34978743
chr16	35021748	35024229	ENSG00000179755.3	+	35024229
chr16	35143721	35146129	ENSG00000261800.2	+	35146129
chr16	35477413	35480481	ENSG00000290413.1	-	35477413
chr16	35504369	35506567	ENSG00000260857.3	-	35504369
chr16	35640028	35640582	ENSG00000259791.1	+	35640582
chr16	35785568	35786887	ENSG00000260611.1	-	35785568
chr16	46622860	46624451	ENSG00000261512.2	-	46622860
chr16	46689642	46698394	ENSG00000091651.9	+	46698394
chr16	46702281	46790407	ENSG00000140795.13	-	46702281
chr16	48637142	48638719	ENSG00000260052.1	+	48638719
chr16	48640472	48641052	ENSG00000272545.1	+	48641052
chr16	49159507	49162023	ENSG00000261421.1	+	49162023
chr16	49170551	49171786	ENSG00000261815.1	+	49171786
chr16	49373803	49399431	ENSG00000166152.4	+	49399431
chr16	49466105	49469875	ENSG00000261623.1	+	49469875
chr16	49847017	49847632	ENSG00000275155.1	-	49847017
chr16	50100338	50121943	ENSG00000260381.2	-	50100338
chr16	50390915	50395133	ENSG00000261092.1	-	50390915
chr16	50712843	50713589	ENSG00000270120.1	+	50713589
chr16	50693587	50733077	ENSG00000167207.15	+	50733077
chr16	50783858	50803338	ENSG00000260616.6	-	50783858
chr16	52005486	52078474	ENSG00000261190.5	-	52005486
chr16	52085209	52099120	ENSG00000261749.3	+	52099120
chr16	52238080	52269574	ENSG00000260478.2	+	52269574
chr16	52942138	52943464	ENSG00000260258.2	+	52943464
chr16	53227145	53227694	ENSG00000280227.1	+	53227694
chr16	53386943	53389085	ENSG00000262714.1	+	53389085
chr16	54542807	54559100	ENSG00000283304.1	-	54542807
chr16	55321574	55322686	ENSG00000283423.1	-	55321574
chr16	55259968	55333588	ENSG00000259283.2	-	55259968
chr16	55332354	55332967	ENSG00000263207.2	+	55332967
chr16	55425573	55426130	ENSG00000274508.1	-	55425573
chr16	55426796	55462297	ENSG00000260135.7	-	55426796
chr16	55538199	55542027	ENSG00000261997.1	+	55542027
chr16	55566683	55567687	ENSG00000256812.2	+	55567687
chr16	55802850	55833337	ENSG00000198848.13	-	55802850
chr16	56109536	56137000	ENSG00000260041.5	+	56137000
chr16	56609500	56611375	ENSG00000260823.1	-	56609500
chr16	56666729	56668065	ENSG00000125144.14	-	56666729
chr16	56682469	56684196	ENSG00000187193.9	+	56684196
chr16	56682469	56687807	ENSG00000259827.1	+	56687807
chr16	56941027	56941726	ENSG00000261114.1	+	56941726
chr16	57052504	57058497	ENSG00000260145.1	-	57052504
chr16	57092582	57148369	ENSG00000140848.17	+	57148369
