Chromosome	Start	End	Strand	gene_id	transcript_id
chr4	98251687	98261630	-	ENSG00000214559.3	ENST00000356499.2
chr4	98259389	98261215	-	ENSG00000289532.2	ENST00000691791.2
chr4	98713803	98713971	-	ENSG00000249764.1	ENST00000507207.1
chr4	98909536	98909848	-	ENSG00000249055.1	ENST00000512475.1
chr4	98966814	98966873	-	ENSG00000252548.1	ENST00000516739.1
chr4	98976799	98977117	-	ENSG00000251437.1	ENST00000412983.2
chr4	99022310	99023131	-	ENSG00000250496.2	ENST00000511060.2
chr4	99067255	99068125	-	ENSG00000272777.1	ENST00000609071.1
chr4	99469597	99498698	-	ENSG00000250300.1	ENST00000506494.1
chr4	99594798	99625913	-	ENSG00000248676.1	ENST00000508578.1
chr4	99636528	99657828	-	ENSG00000248713.2	ENST00000511828.2
chr4	99942080	99942522	-	ENSG00000279098.1	ENST00000623099.1
chr4	99990736	99991477	-	ENSG00000250403.1	ENST00000511857.1
chr4	100041840	100042104	-	ENSG00000248820.2	ENST00000503440.2
chr4	100660278	100675113	-	ENSG00000250223.1	ENST00000515728.1
chr4	100812254	100814280	-	ENSG00000251636.1	ENST00000515150.1
chr4	101240794	101240872	-	ENSG00000273882.1	ENST00000617280.1
chr4	101330301	101330414	-	ENSG00000221265.1	ENST00000408338.1
chr4	101640945	101649974	-	ENSG00000286124.1	ENST00000652546.1
chr4	101976893	102036903	-	ENSG00000251309.1	ENST00000505091.1
chr4	102348391	102348691	-	ENSG00000241144.3	ENST00000464718.3
chr4	102500840	102501319	-	ENSG00000260651.1	ENST00000563833.1
chr4	102727273	102730721	-	ENSG00000230069.3	ENST00000514785.1
chr4	102728745	102730171	-	ENSG00000248971.2	ENST00000512037.2
chr4	102837046	102837099	-	ENSG00000252739.1	ENST00000516930.1
chr4	103586030	103719985	-	ENSG00000169836.5	ENST00000304883.3
chr4	104653873	104966793	-	ENSG00000248242.1	ENST00000515127.1
chr4	104886117	104886955	-	ENSG00000244470.2	ENST00000474399.2
chr4	104996899	104997052	-	ENSG00000276992.1	ENST00000611455.1
chr4	105102890	105104004	-	ENSG00000251473.2	ENST00000505438.2
chr4	105137279	105140619	-	ENSG00000251259.1	ENST00000504082.1
chr4	105171353	105178063	-	ENSG00000251586.1	ENST00000515414.1
chr4	105526595	105527397	-	ENSG00000216425.4	ENST00000502488.1
chr4	105540189	105552355	-	ENSG00000250522.1	ENST00000514879.1
chr4	105679049	105680094	-	ENSG00000248778.1	ENST00000503155.1
chr4	106003316	106022478	-	ENSG00000249635.1	ENST00000513220.1
chr4	106836497	106837601	-	ENSG00000248915.2	ENST00000514311.2
chr4	107203348	107203924	-	ENSG00000213522.4	ENST00000512182.2
chr4	107867806	107867910	-	ENSG00000222691.1	ENST00000410759.1
chr4	107936030	107941255	-	ENSG00000249604.1	ENST00000512428.1
chr4	108407842	108408578	-	ENSG00000239939.1	ENST00000476193.1
chr4	108417704	108419763	-	ENSG00000250485.1	ENST00000509881.1
chr4	108788744	108789779	-	ENSG00000250185.2	ENST00000502779.2
chr4	109346325	109347459	-	ENSG00000249465.1	ENST00000507797.1
chr4	109450771	109451068	-	ENSG00000243227.3	ENST00000464534.3
chr4	109553242	109554094	-	ENSG00000225094.3	ENST00000457046.3
chr4	109713915	109801999	-	ENSG00000285330.1	ENST00000645635.1
chr4	109815046	109815410	-	ENSG00000272795.1	ENST00000609440.1
chr4	109879069	109879897	-	ENSG00000249681.2	ENST00000507547.2
chr4	110251870	110252099	-	ENSG00000166530.8	ENST00000299671.7
chr4	110264864	110265017	-	ENSG00000250594.2	ENST00000503770.2
chr4	110399772	110400511	-	ENSG00000251464.2	ENST00000511702.2
chr4	110433108	110433188	-	ENSG00000199894.1	ENST00000363024.1
chr4	110512487	110519505	-	ENSG00000250511.1	ENST00000503998.1
chr4	110860581	110860647	-	ENSG00000215961.1	ENST00000401142.1
chr4	110945108	110945799	-	ENSG00000251483.2	ENST00000513113.2
chr4	112116509	112116903	-	ENSG00000240459.2	ENST00000497190.2
chr4	112229560	112231596	-	ENSG00000260526.1	ENST00000562919.1
chr4	112513515	112516180	-	ENSG00000178403.4	ENST00000313341.4
chr4	112530370	112530672	-	ENSG00000248439.2	ENST00000512518.2
chr4	112647873	112647941	-	ENSG00000199169.1	ENST00000362299.1
chr4	112648003	112648071	-	ENSG00000199145.1	ENST00000362275.1
chr4	112648182	112648251	-	ENSG00000207927.1	ENST00000385192.1
chr4	112648362	112648430	-	ENSG00000199102.1	ENST00000362232.1
chr4	112648484	112648557	-	ENSG00000284463.1	ENST00000362188.1
chr4	112693046	112706810	-	ENSG00000250046.3	ENST00000505632.1
chr4	112693458	112693792	-	ENSG00000248633.1	ENST00000423352.2
chr4	112755815	112755917	-	ENSG00000202536.2	ENST00000365666.2
chr4	112788082	112788878	-	ENSG00000241741.1	ENST00000482859.1
chr4	112797049	112798691	-	ENSG00000250500.1	ENST00000503353.1
chr4	112880297	112882330	-	ENSG00000251126.2	ENST00000511590.2
chr4	112881717	112882132	-	ENSG00000228814.4	ENST00000511960.2
chr4	113031286	113034551	-	ENSG00000249373.2	ENST00000513645.2
chr4	114713578	114714920	-	ENSG00000250215.1	ENST00000514821.1
chr4	115764098	115764819	-	ENSG00000248488.2	ENST00000512491.2
chr4	116043406	116044045	-	ENSG00000250442.1	ENST00000514461.1
chr4	116193996	116194751	-	ENSG00000250627.2	ENST00000512513.2
chr4	116425982	116430892	-	ENSG00000248139.2	ENST00000514750.2
chr4	116714843	116719669	-	ENSG00000287845.1	ENST00000669446.1
chr4	116720122	116739945	-	ENSG00000287520.1	ENST00000668097.1
chr4	116751472	116952699	-	ENSG00000287290.1	ENST00000654940.1
chr4	117083553	117085576	-	ENSG00000174599.5	ENST00000310754.5
chr4	117648831	117657312	-	ENSG00000286269.1	ENST00000650758.1
chr4	117783096	117813961	-	ENSG00000288921.1	ENST00000687875.1
chr4	118193404	118194751	-	ENSG00000251463.2	ENST00000507284.2
chr4	118400513	118400834	-	ENSG00000230671.2	ENST00000437256.2
chr4	118460223	118460301	-	ENSG00000273716.2	ENST00000616602.2
chr4	118635969	118638782	-	ENSG00000248213.3	ENST00000502609.2
chr4	119317249	119322138	-	ENSG00000145384.4	ENST00000274024.4
chr4	119391830	119395335	-	ENSG00000249244.1	ENST00000505994.1
chr4	119434004	119434108	-	ENSG00000223208.1	ENST00000411276.1
chr4	119440560	119450157	-	ENSG00000283050.5	ENST00000456547.2
chr4	120035032	120040615	-	ENSG00000253825.1	ENST00000518701.1
chr4	120091045	120092282	-	ENSG00000250219.2	ENST00000510683.2
chr4	120895493	120897083	-	ENSG00000251609.2	ENST00000514068.2
chr4	121061171	121061478	-	ENSG00000223006.1	ENST00000411074.1
chr4	121192796	121192903	-	ENSG00000252183.1	ENST00000516374.1
chr4	121329068	121329170	-	ENSG00000207148.1	ENST00000384419.1
chr4	121369432	121370345	-	ENSG00000213480.3	ENST00000515076.1
chr4	121816443	121823883	-	ENSG00000145386.11	ENST00000274026.10
chr4	122077839	122078318	-	ENSG00000237868.1	ENST00000413478.1
chr4	122087507	122087811	-	ENSG00000241037.3	ENST00000482790.3
chr4	122815770	122816117	-	ENSG00000244083.1	ENST00000480069.1
chr4	123259948	123260118	-	ENSG00000250322.2	ENST00000513642.2
chr4	123349249	123351221	-	ENSG00000287951.1	ENST00000654181.1
chr4	123744922	123745673	-	ENSG00000226655.1	ENST00000439565.1
chr4	123745749	123746226	-	ENSG00000228489.1	ENST00000417698.1
chr4	123861859	123862015	-	ENSG00000250458.2	ENST00000504523.2
chr4	124025294	124028268	-	ENSG00000286700.1	ENST00000663679.1
chr4	124149376	124252044	-	ENSG00000249837.1	ENST00000507299.1
chr4	124324972	124339047	-	ENSG00000286734.1	ENST00000669259.1
chr4	124435749	124437120	-	ENSG00000248506.1	ENST00000506481.1
chr4	124462862	124463790	-	ENSG00000248565.2	ENST00000503270.2
chr4	125681176	125683668	-	ENSG00000251436.2	ENST00000502546.2
chr4	125723266	125724217	-	ENSG00000249555.2	ENST00000510579.2
chr4	126106138	126106923	-	ENSG00000251005.1	ENST00000506038.1
chr4	126776968	126778414	-	ENSG00000289869.1	ENST00000701234.1
chr4	127028106	127028219	-	ENSG00000199862.1	ENST00000362992.1
chr4	127043429	127077762	-	ENSG00000250945.1	ENST00000506852.1
chr4	127228518	127352379	-	ENSG00000287101.1	ENST00000669239.1
chr4	127812719	127813200	-	ENSG00000244021.4	ENST00000491435.2
chr4	127840197	127844040	-	ENSG00000261668.1	ENST00000565254.1
chr4	128069013	128069612	-	ENSG00000241651.4	ENST00000475247.2
chr4	128552589	128553416	-	ENSG00000273077.1	ENST00000608228.1
chr4	128567971	128570531	-	ENSG00000248187.1	ENST00000514265.1
chr4	129135925	129139740	-	ENSG00000248958.2	ENST00000511265.2
chr4	129299174	129305022	-	ENSG00000250193.1	ENST00000503542.1
chr4	129362910	129377504	-	ENSG00000287748.1	ENST00000659495.1
chr4	130503356	130504344	-	ENSG00000249018.2	ENST00000506031.2
chr4	130881026	130885641	-	ENSG00000250503.1	ENST00000509166.1
chr4	131720259	131720543	-	ENSG00000241392.3	ENST00000490174.3
chr4	131857342	131857913	-	ENSG00000184139.8	ENST00000464513.2
chr4	131930030	131975952	-	ENSG00000251555.1	ENST00000510592.1
chr4	132027174	132028434	-	ENSG00000249463.1	ENST00000510967.1
chr4	132367785	132368479	-	ENSG00000251051.1	ENST00000515135.1
chr4	132435801	132447235	-	ENSG00000248369.1	ENST00000504357.1
chr4	132836771	132981677	-	ENSG00000251488.1	ENST00000509628.1
chr4	132985509	132988677	-	ENSG00000249513.2	ENST00000511916.2
chr4	133261021	133263115	-	ENSG00000286467.1	ENST00000669848.1
chr4	133574565	133575208	-	ENSG00000250191.1	ENST00000503089.1
chr4	133871245	134010690	-	ENSG00000251388.1	ENST00000507844.1
chr4	134196332	134201789	-	ENSG00000254535.4	ENST00000421491.4
chr4	134932888	134934131	-	ENSG00000249847.1	ENST00000514293.1
chr4	134952258	134952889	-	ENSG00000241411.1	ENST00000459634.1
chr4	135315417	135315522	-	ENSG00000283432.1	ENST00000636360.1
chr4	135371176	135371924	-	ENSG00000250834.1	ENST00000513396.1
chr4	135565116	135567157	-	ENSG00000248104.1	ENST00000506124.1
chr4	135792383	135805904	-	ENSG00000250865.1	ENST00000511234.1
chr4	135995928	135996092	-	ENSG00000207322.1	ENST00000384592.1
chr4	136004508	136004902	-	ENSG00000251492.1	ENST00000512969.1
chr4	136097796	136099240	-	ENSG00000261166.1	ENST00000569694.1
chr4	136355109	136356336	-	ENSG00000249311.4	ENST00000505638.2
chr4	137301000	137301187	-	ENSG00000250813.1	ENST00000514575.1
chr4	137425425	137425864	-	ENSG00000251440.2	ENST00000508435.2
chr4	137601898	137602433	-	ENSG00000280352.1	ENST00000624751.1
chr4	137645264	137655174	-	ENSG00000250126.1	ENST00000505454.1
chr4	138277114	138281784	-	ENSG00000249091.1	ENST00000507220.1
chr4	138298855	138312658	-	ENSG00000248397.1	ENST00000504369.1
chr4	138481254	138482096	-	ENSG00000248305.1	ENST00000506991.1
chr4	138664724	138665569	-	ENSG00000250977.1	ENST00000506232.1
chr4	138923929	138924232	-	ENSG00000250577.1	ENST00000506416.1
chr4	139114929	139115374	-	ENSG00000179967.11	ENST00000509033.1
chr4	139231025	139231119	-	ENSG00000252362.1	ENST00000516553.1
chr4	139256656	139256760	-	ENSG00000206722.1	ENST00000383995.1
chr4	139266164	139280225	-	ENSG00000137463.5	ENST00000398955.2
chr4	139436367	139436494	-	ENSG00000239005.1	ENST00000459613.1
chr4	139685126	139685427	-	ENSG00000201533.1	ENST00000364663.1
chr4	139698143	139698554	-	ENSG00000178458.5	ENST00000230495.2
chr4	139794124	139794433	-	ENSG00000252233.1	ENST00000516424.1
chr4	139841167	139841542	-	ENSG00000290022.1	ENST00000702521.1
chr4	140314162	140314550	-	ENSG00000249754.2	ENST00000511646.2
chr4	140366239	140366861	-	ENSG00000241923.2	ENST00000476715.2
chr4	140559430	140568961	-	ENSG00000109424.4	ENST00000262999.4
chr4	140600400	140600575	-	ENSG00000248621.2	ENST00000512540.2
chr4	140641839	140645489	-	ENSG00000249661.1	ENST00000502875.1
chr4	140700834	140700942	-	ENSG00000207155.1	ENST00000384426.1
chr4	140779038	140779141	-	ENSG00000222613.1	ENST00000410681.1
chr4	141240738	141278789	-	ENSG00000248747.1	ENST00000514347.1
chr4	141569930	141576077	-	ENSG00000250141.1	ENST00000508388.1
chr4	142286916	142287625	-	ENSG00000242134.2	ENST00000462840.2
chr4	143349274	143350117	-	ENSG00000228981.3	ENST00000475555.1
chr4	143351514	143355794	-	ENSG00000286771.1	ENST00000666597.1
chr4	143497411	143498126	-	ENSG00000250540.1	ENST00000502445.1
chr4	143513471	143514635	-	ENSG00000245112.2	ENST00000500800.2
chr4	143760398	143762093	-	ENSG00000250345.2	ENST00000506341.2
chr4	143911513	143912053	-	ENSG00000249741.2	ENST00000502554.2
chr4	144210700	145098174	-	ENSG00000285713.1	ENST00000649263.1
chr4	144739761	144739941	-	ENSG00000273621.1	ENST00000612113.1
chr4	144920712	144921164	-	ENSG00000251452.2	ENST00000509609.2
chr4	145149536	145149649	-	ENSG00000238713.1	ENST00000459374.1
chr4	145269809	145270558	-	ENSG00000240992.1	ENST00000487908.1
chr4	145444898	145469638	-	ENSG00000286420.1	ENST00000658284.1
chr4	145497072	145502971	-	ENSG00000250582.1	ENST00000508936.1
chr4	145514614	145517118	-	ENSG00000250902.1	ENST00000513542.1
chr4	145624158	145626035	-	ENSG00000249245.2	ENST00000513203.2
chr4	145642335	145650624	-	ENSG00000248356.1	ENST00000504555.1
chr4	145830455	145832980	-	ENSG00000279481.1	ENST00000623323.1
chr4	145958127	145958240	-	ENSG00000201314.1	ENST00000364444.1
chr4	146052603	146056762	-	ENSG00000260303.1	ENST00000570186.1
chr4	147344628	147344717	-	ENSG00000221369.1	ENST00000408442.1
chr4	147425973	147426351	-	ENSG00000241281.1	ENST00000473673.1
chr4	147458723	147459321	-	ENSG00000249004.1	ENST00000514351.1
chr4	147609551	147617245	-	ENSG00000251298.1	ENST00000508072.1
chr4	147745302	147745417	-	ENSG00000252951.1	ENST00000517142.1
chr4	147916528	147917386	-	ENSG00000270387.1	ENST00000604653.1
chr4	148526492	148527139	-	ENSG00000251418.2	ENST00000504437.2
chr4	148703525	148703832	-	ENSG00000225176.2	ENST00000434169.2
chr4	148819350	148819956	-	ENSG00000279016.1	ENST00000623546.1
chr4	148991571	148991633	-	ENSG00000239168.1	ENST00000458836.1
chr4	149027444	149062522	-	ENSG00000249752.1	ENST00000507849.1
chr4	150047003	150051290	-	ENSG00000286711.1	ENST00000654977.1
chr4	150422644	150423642	-	ENSG00000248521.1	ENST00000514501.1
chr4	150970670	150970782	-	ENSG00000252451.1	ENST00000516642.1
chr4	151279029	151279192	-	ENSG00000250350.1	ENST00000507181.1
chr4	151333774	151353224	-	ENSG00000270265.1	ENST00000603264.1
chr4	151407550	151408835	-	ENSG00000251611.1	ENST00000508847.1
chr4	151883710	151886239	-	ENSG00000286761.1	ENST00000660869.1
chr4	151887542	151891263	-	ENSG00000249708.1	ENST00000515805.1
chr4	151949337	151991925	-	ENSG00000286066.1	ENST00000652265.1
chr4	151971496	151971613	-	ENSG00000253077.1	ENST00000517268.1
chr4	152113856	152116497	-	ENSG00000287504.1	ENST00000666780.1
chr4	152146384	152178573	-	ENSG00000250706.1	ENST00000504799.1
chr4	152264149	152264445	-	ENSG00000244544.2	ENST00000476053.2
chr4	152308282	152309983	-	ENSG00000270302.1	ENST00000603643.1
chr4	152317901	152318364	-	ENSG00000270883.1	ENST00000605407.1
chr4	152489326	152489416	-	ENSG00000264678.1	ENST00000583685.1
chr4	152551276	152552364	-	ENSG00000243417.1	ENST00000493479.1
chr4	152613874	152614333	-	ENSG00000240669.1	ENST00000496058.1
chr4	152769353	152779730	-	ENSG00000169989.3	ENST00000304337.3
chr4	152796062	152796831	-	ENSG00000250980.1	ENST00000511141.1
chr4	153265661	153265755	-	ENSG00000252030.1	ENST00000516221.1
chr4	153266908	153267010	-	ENSG00000201786.1	ENST00000364916.1
chr4	153307791	153308717	-	ENSG00000213406.3	ENST00000505539.1
chr4	153381728	153382015	-	ENSG00000243883.3	ENST00000471592.3
chr4	153633691	153655689	-	ENSG00000287216.1	ENST00000659875.1
chr4	153780590	153789083	-	ENSG00000145423.5	ENST00000274063.5
chr4	154543932	154544037	-	ENSG00000200350.1	ENST00000363480.1
chr4	154605951	154606077	-	ENSG00000287770.1	ENST00000657791.1
chr4	154754755	154781873	-	ENSG00000249041.1	ENST00000515071.1
chr4	155286161	155287136	-	ENSG00000249924.2	ENST00000513660.2
chr4	155381041	155381239	-	ENSG00000250205.1	ENST00000505390.1
chr4	155383106	155384102	-	ENSG00000250398.1	ENST00000502884.1
chr4	155451616	155452405	-	ENSG00000249247.1	ENST00000503579.1
chr4	155453048	155454803	-	ENSG00000248748.1	ENST00000503854.1
chr4	155455049	155456411	-	ENSG00000248548.1	ENST00000514997.1
chr4	155456637	155456981	-	ENSG00000249127.1	ENST00000505004.1
chr4	155457179	155457960	-	ENSG00000249698.1	ENST00000506989.1
chr4	155457960	155458640	-	ENSG00000248420.1	ENST00000515039.1
chr4	155458869	155459563	-	ENSG00000249386.1	ENST00000503214.1
chr4	155459703	155461237	-	ENSG00000251223.1	ENST00000505577.1
chr4	155461632	155462663	-	ENSG00000248907.1	ENST00000506452.1
chr4	155462872	155463823	-	ENSG00000251407.1	ENST00000510572.1
chr4	155829728	155866277	-	ENSG00000256394.3	ENST00000537611.3
chr4	156986371	156986693	-	ENSG00000252350.1	ENST00000516541.1
chr4	157201561	157201668	-	ENSG00000199859.1	ENST00000362989.1
chr4	157204461	157204855	-	ENSG00000249819.1	ENST00000511007.1
chr4	157568730	157824256	-	ENSG00000286133.2	ENST00000652341.2
chr4	157768012	157768113	-	ENSG00000200521.1	ENST00000363651.1
chr4	157818100	157818572	-	ENSG00000279703.1	ENST00000625016.1
chr4	157929070	158094763	-	ENSG00000287226.1	ENST00000660468.1
chr4	157945816	157946642	-	ENSG00000279994.1	ENST00000624526.1
chr4	157968411	157969615	-	ENSG00000250475.1	ENST00000513850.1
chr4	158109499	158110153	-	ENSG00000279139.1	ENST00000624241.1
chr4	158111360	158111931	-	ENSG00000280140.1	ENST00000624394.1
chr4	158178167	158182806	-	ENSG00000287822.1	ENST00000654308.1
chr4	158490765	158509908	-	ENSG00000249901.1	ENST00000502566.1
chr4	158794589	158794696	-	ENSG00000206703.1	ENST00000383976.1
chr4	158909372	158909450	-	ENSG00000274535.1	ENST00000620099.1
chr4	159064296	159064398	-	ENSG00000206978.1	ENST00000384251.1
chr4	159128801	159128894	-	ENSG00000264105.1	ENST00000583455.1
chr4	159375098	159375322	-	ENSG00000248552.1	ENST00000512823.1
chr4	159665832	159777828	-	ENSG00000250488.2	ENST00000513718.2
chr4	160521828	160522311	-	ENSG00000250997.1	ENST00000515689.1
chr4	162806369	162844690	-	ENSG00000287072.1	ENST00000662873.1
chr4	163093573	163093628	-	ENSG00000283468.1	ENST00000638111.1
chr4	163265574	163266583	-	ENSG00000250547.1	ENST00000509840.1
chr4	163471094	163473754	-	ENSG00000151005.5	ENST00000280605.5
chr4	163828799	163829113	-	ENSG00000253001.1	ENST00000517192.1
chr4	164197006	164197711	-	ENSG00000248546.3	ENST00000512835.1
chr4	164920617	164921063	-	ENSG00000244146.1	ENST00000495104.1
chr4	164929493	164929951	-	ENSG00000221891.2	ENST00000408897.2
chr4	164933085	164933506	-	ENSG00000270960.1	ENST00000605838.1
chr4	164938321	164939990	-	ENSG00000248645.1	ENST00000514228.1
chr4	165007085	165007959	-	ENSG00000250887.1	ENST00000503778.1
chr4	165012365	165012845	-	ENSG00000240674.1	ENST00000494303.1
chr4	165026260	165026944	-	ENSG00000250430.1	ENST00000507651.1
chr4	165277806	165279704	-	ENSG00000229894.5	ENST00000505354.3
chr4	165404066	165406350	-	ENSG00000251596.1	ENST00000514498.1
chr4	165517254	165517501	-	ENSG00000248287.1	ENST00000515134.1
chr4	165547531	165551060	-	ENSG00000248327.1	ENST00000508336.1
chr4	166053186	166053287	-	ENSG00000252959.1	ENST00000517150.1
chr4	166312934	166313034	-	ENSG00000206711.1	ENST00000383984.1
chr4	166388700	166526119	-	ENSG00000249675.1	ENST00000514134.1
chr4	166918363	166918478	-	ENSG00000212373.1	ENST00000391071.1
chr4	167306909	167308789	-	ENSG00000250150.1	ENST00000509096.1
chr4	167400494	167400762	-	ENSG00000240772.3	ENST00000493390.3
chr4	167741878	167742287	-	ENSG00000270336.1	ENST00000604961.1
chr4	167946673	168113331	-	ENSG00000248601.1	ENST00000506926.1
chr4	168170096	168194861	-	ENSG00000287188.1	ENST00000654434.1
chr4	168598239	168598757	-	ENSG00000229226.3	ENST00000506381.1
chr4	168647895	168648587	-	ENSG00000249623.1	ENST00000507842.1
chr4	168686607	168686716	-	ENSG00000206613.1	ENST00000383886.1
chr4	168828918	168832937	-	ENSG00000249609.1	ENST00000508985.1
chr4	169344507	169345397	-	ENSG00000289249.2	ENST00000687294.2
chr4	169791220	169791702	-	ENSG00000229204.3	ENST00000511479.1
chr4	169849052	169867346	-	ENSG00000287660.1	ENST00000653930.1
chr4	170141291	170142532	-	ENSG00000248739.1	ENST00000507006.1
chr4	170481694	170482195	-	ENSG00000250082.1	ENST00000511259.1
chr4	170742468	170743718	-	ENSG00000250968.1	ENST00000515840.1
chr4	170814338	170814548	-	ENSG00000249943.1	ENST00000515331.1
chr4	171169208	171169942	-	ENSG00000248755.1	ENST00000509651.1
chr4	171289474	171298267	-	ENSG00000248339.1	ENST00000512241.1
chr4	171494683	171525072	-	ENSG00000287210.1	ENST00000671192.1
chr4	171552999	171564267	-	ENSG00000251176.1	ENST00000399152.2
chr4	172380027	172380487	-	ENSG00000248637.1	ENST00000513791.1
chr4	173281987	173289488	-	ENSG00000290017.1	ENST00000702502.1
chr4	173322205	173329694	-	ENSG00000248774.1	ENST00000507803.1
chr4	173419244	173420137	-	ENSG00000242882.1	ENST00000498068.1
chr4	173446602	173446704	-	ENSG00000252898.1	ENST00000517089.1
chr4	173467832	173470041	-	ENSG00000261646.1	ENST00000563631.1
chr4	173615935	173616906	-	ENSG00000234801.3	ENST00000447135.2
chr4	173633727	173634371	-	ENSG00000213370.3	ENST00000413691.2
chr4	174135054	174154637	-	ENSG00000250957.1	ENST00000511346.1
chr4	174164440	174168913	-	ENSG00000251213.1	ENST00000504167.1
chr4	174213389	174214474	-	ENSG00000289179.1	ENST00000689349.1
chr4	174231024	174233348	-	ENSG00000289210.1	ENST00000691922.1
chr4	174354853	174376445	-	ENSG00000249875.1	ENST00000508815.1
chr4	174923812	174924038	-	ENSG00000250200.1	ENST00000511798.1
chr4	174977570	174979381	-	ENSG00000250431.1	ENST00000507525.1
